"state","year","month","outage_count","max_outage_duration","customer_weighted_hours"
"KY",2018,12,164,26.5,209890.75
"LA",2018,0,4940,250.75,9151966.75
"LA",2018,1,524,17,913023.5
"LA",2018,2,236,11.5,297966
"LA",2018,3,287,250.75,671378.25
"LA",2018,4,382,79.75,1579368
"LA",2018,5,430,23,516605.5
"LA",2018,6,516,25,816678
"LA",2018,7,591,32.25,1028164.75
"LA",2018,8,560,25.75,763834.5
"LA",2018,9,489,17.75,552352.25
"LA",2018,10,337,17,527506.75
"LA",2018,11,345,62.5,1128464.25
"LA",2018,12,243,28,356625
"ME",2018,0,1644,61.75,8164546.75
"ME",2018,1,210,22.75,711477
"ME",2018,2,69,11,189831.25
"ME",2018,3,142,55.25,1010227.5
"ME",2018,4,101,17.75,278168.5
"ME",2018,5,115,33.25,461724
"ME",2018,6,158,18.5,302612.75
"ME",2018,7,203,24.75,338969.25
"ME",2018,8,143,23,278423.75
"ME",2018,9,99,35.25,544281.25
"ME",2018,10,151,39.25,1271763.5
"ME",2018,11,218,61.75,2691872.5
"ME",2018,12,35,7.75,85195.5
"MD",2018,0,5647,91,13002641
"MD",2018,1,206,5.75,143138.75
"MD",2018,2,143,24,155844
"MD",2018,3,1476,91,9781682
"MD",2018,4,265,10,162208.5
"MD",2018,5,437,27,363042.5
"MD",2018,6,463,12.25,434499.5
"MD",2018,7,1036,31.25,574872.25
"MD",2018,8,475,17.75,362975.5
"MD",2018,9,506,18,323750.75
"MD",2018,10,289,25.5,328973.5
"MD",2018,11,237,24,277971
"MD",2018,12,114,7.75,93682.75
"MA",2018,0,2761,92.75,40339555.5
"MA",2018,1,263,23.75,442460.75
"MA",2018,2,146,12.75,138535
"MA",2018,3,240,92.75,35602087.25
"MA",2018,4,189,18.25,344391.5
"MA",2018,5,191,16.5,261325.5
"MA",2018,6,249,28.25,464155.25
"MA",2018,7,307,17.25,456102
"MA",2018,8,281,17.5,428338.5
"MA",2018,9,243,34.25,1134867
"MA",2018,10,239,23,466698.75
"MA",2018,11,253,13.75,397678
"MA",2018,12,160,15,202916
"MI",2018,0,5612,130.75,44514645
"MI",2018,1,331,13.25,367604.25
"MI",2018,2,291,17.75,623151.25
"MI",2018,3,287,38.5,1703308.5
"MI",2018,4,584,43.25,13118884
"MI",2018,5,710,58.25,11302208.75
"MI",2018,6,547,78.25,1834998.5
"MI",2018,7,590,49.25,2658203
"MI",2018,8,632,130.75,6258905.5
"MI",2018,9,546,54.5,2545230
"MI",2018,10,546,92,2577476.25
"MI",2018,11,313,37,1090966
"MI",2018,12,235,41.5,433709
"MN",2018,0,1831,74.75,4139917
"MN",2018,1,89,8.25,82257.25
"MN",2018,2,55,9.75,43663
"MN",2018,3,191,11.75,232780.25
"MN",2018,4,114,20.25,212170.5
"MN",2018,5,207,42.75,483256.75
"MN",2018,6,284,43,840476
"MN",2018,7,235,25,537665.5
"MN",2018,8,179,22.25,413954
"MN",2018,9,146,74.75,829750
"MN",2018,10,162,20,273489.75
"MN",2018,11,78,12.25,77426
"MN",2018,12,91,13.75,113028
"MS",2018,0,2206,40.25,2864731.75
"MS",2018,1,137,14.75,145033
"MS",2018,2,100,13.5,73979.5
"MS",2018,3,168,20.5,186784.75
"MS",2018,4,179,32.75,466104.25
"MS",2018,5,219,20,240934.75
"MS",2018,6,241,20.5,331557.25
"MS",2018,7,320,19.5,382799.5
"MS",2018,8,216,17.75,204680.25
"MS",2018,9,211,9,210175
"MS",2018,10,116,6.25,83584.25
"MS",2018,11,164,40.25,375857.5
"MS",2018,12,135,19.75,163241.75
"MO",2018,0,2628,29,3512927.83333333
"MO",2018,1,158,9,213848.5
"MO",2018,2,116,11,152837.25
"MO",2018,3,100,22.5,131812.75
"MO",2018,4,93,19,92292.25
"MO",2018,5,376,13.75,323077.5
"MO",2018,6,658,23,1247610.58333333
"MO",2018,7,429,29,507957.75
"MO",2018,8,183,11,196925.25
"MO",2018,9,167,8.75,130003.5
"MO",2018,10,108,7,89755
"MO",2018,11,166,14.75,234590.5
"MO",2018,12,74,22.5,192217
"MT",2018,0,161,24,271218.25
"MT",2018,1,19,11.25,32039.75
"MT",2018,2,15,9.25,27509.75
"MT",2018,3,9,5.25,8331.25
"MT",2018,4,16,7.5,23933
"MT",2018,5,28,5.25,43760
"MT",2018,6,23,10,51115.5
"MT",2018,7,13,24,32395
"MT",2018,8,12,6.25,20864.25
"MT",2018,9,5,7.25,3597.75
"MT",2018,10,11,8.5,20011.25
"MT",2018,11,7,3.5,4912.5
"MT",2018,12,3,1.5,2748.25
"NE",2018,0,371,45,1420873
"NE",2018,1,45,24,146529
"NE",2018,2,19,25.25,69605.75
"NE",2018,3,19,4.5,26927
"NE",2018,4,51,45,136143
"NE",2018,5,28,4.5,25244.75
"NE",2018,6,61,17.5,168366.5
"NE",2018,7,33,11.5,59532
"NE",2018,8,23,16.75,125407.5
"NE",2018,9,37,5,40355.25
"NE",2018,10,20,38.25,573030.5
"NE",2018,11,14,4.5,20188.25
"NE",2018,12,21,8,29543.5
"NV",2018,0,723,56.75,1934534.25
"NV",2018,1,44,8.5,66206
"NV",2018,2,30,28.25,89965.25
"NV",2018,3,69,15,164528.5
"NV",2018,4,57,5,73845.25
"NV",2018,5,62,7.25,87848.25
"NV",2018,6,77,18.5,129639.75
"NV",2018,7,120,22.75,320150.25
"NV",2018,8,67,56.75,624134.25
"NV",2018,9,37,3.75,77070.25
"NV",2018,10,56,6.75,117181.5
"NV",2018,11,52,7.25,87307.5
"NV",2018,12,52,7,96657.5
"NH",2018,0,962,79,3870350.5
"NH",2018,1,45,5.5,26071.5
"NH",2018,2,38,6.5,29754.25
"NH",2018,3,68,79,932127
"NH",2018,4,79,28,495783.75
"NH",2018,5,72,43.25,416149
"NH",2018,6,69,27.75,581608.5
"NH",2018,7,113,12.75,164324.5
"NH",2018,8,97,9.75,130132.5
"NH",2018,9,56,4.5,41273.25
"NH",2018,10,124,11.75,143485.25
"NH",2018,11,161,47.5,876393.75
"NH",2018,12,40,14,33247.25
"NJ",2018,0,4658,165.75,35320874.75
"NJ",2018,1,364,15.25,770955.75
"NJ",2018,2,234,8,235129
"NJ",2018,3,449,165.75,25825719
"NJ",2018,4,358,70.25,712061
"NJ",2018,5,432,96.5,2944999.25
"NJ",2018,6,390,11.25,497353.25
"NJ",2018,7,543,22.75,1338584
"NJ",2018,8,514,27.75,866554.5
"NJ",2018,9,406,18.75,553220
"NJ",2018,10,378,18,577965.25
"NJ",2018,11,350,20.5,594471.25
"NJ",2018,12,240,9.75,403862.5
"NM",2018,0,703,54.75,1395062.75
"NM",2018,1,32,11.25,56994.25
"NM",2018,2,28,13,45098.25
"NM",2018,3,34,9.5,89215.75
"NM",2018,4,39,13.75,78857.5
"NM",2018,5,61,12.25,130165.75
"NM",2018,6,79,54.75,124393.25
"NM",2018,7,130,21.25,312758.75
"NM",2018,8,98,9,201134.75
"NM",2018,9,58,20.75,77640.25
"NM",2018,10,66,9.75,108089.5
"NM",2018,11,41,12.5,63033.75
"NM",2018,12,37,14.5,107681
"NY",2018,0,6763,147.25,50527197.5
"NY",2018,1,492,49.75,771952.5
"NY",2018,2,317,32.25,373606.5
"NY",2018,3,603,147.25,24928554.25
"NY",2018,4,519,83.75,4264637.75
"NY",2018,5,588,143.25,11758841.75
"NY",2018,6,631,23.25,991449.75
"NY",2018,7,971,25.5,2519935.75
"NY",2018,8,640,38.25,1431875.5
"NY",2018,9,441,20.25,686596
"NY",2018,10,572,30.5,958717.25
"NY",2018,11,685,34.25,1381735.75
"NY",2018,12,304,14.75,459294.75
"NC",2018,0,5825,252.5,96987415.75
"NC",2018,1,647,15.75,1267999.75
"NC",2018,2,224,18.25,307061
"NC",2018,3,341,35.75,1066129.75
"NC",2018,4,402,99.25,2073166.25
"NC",2018,5,480,50.5,1017518.25
"NC",2018,6,673,36.5,1478665.25
"NC",2018,7,574,28.25,1164903.5
"NC",2018,8,579,43.75,1304958.25
"NC",2018,9,642,252.5,56313822
"NC",2018,10,521,126.75,22660245.75
"NC",2018,11,348,62.5,1552386.5
"NC",2018,12,394,100.25,6780559.5
"ND",2018,0,126,13.5,161400.25
"ND",2018,1,1,1,462
"ND",2018,2,5,2,2717.75
"ND",2018,3,13,3.25,6328
"ND",2018,4,3,6.25,3942
"ND",2018,5,1,2,1168
"ND",2018,6,38,8,43655.25
"ND",2018,7,24,13.5,69783.75
"ND",2018,8,18,4,17622.5
"ND",2018,9,11,5.25,7877
"ND",2018,10,8,8.25,5270
"ND",2018,11,2,1,976.25
"ND",2018,12,2,3.25,1597.75
"OH",2018,0,6161,82,18864690.5
"OH",2018,1,453,16.75,964043.25
"OH",2018,2,393,38.5,914285.25
"OH",2018,3,343,61.25,2611269.5
"OH",2018,4,477,39,1158433.5
"OH",2018,5,701,34.75,1848770.75
"OH",2018,6,659,27.25,1211142.25
"OH",2018,7,618,36,1348498.75
"OH",2018,8,554,31.75,1110114
"OH",2018,9,623,35.25,1507786.5
"OH",2018,10,504,53.75,1858135.25
"OH",2018,11,544,82,3865746
"OH",2018,12,292,17,466465.5
"OK",2018,0,2480,134.25,4300162.75
"OK",2018,1,133,8.75,107205.5
"OK",2018,2,170,72.5,373443.75
"OK",2018,3,123,8.5,121353.75
"OK",2018,4,163,134.25,352485.75
"OK",2018,5,338,20,534660
"OK",2018,6,399,47.75,1054287.75
"OK",2018,7,283,19.5,509642.5
"OK",2018,8,264,19.5,352210.5
"OK",2018,9,134,8,141498.25
"OK",2018,10,172,11.25,185674.5
"OK",2018,11,123,11.25,132425.25
"OK",2018,12,178,91.5,435275.25
"OR",2018,0,1159,30.75,3087579.25
"OR",2018,1,91,30.75,131154
"OR",2018,2,78,15,221735.5
"OR",2018,3,72,18.25,186963.25
"OR",2018,4,102,17,200958.75
"OR",2018,5,64,21,212167.5
"OR",2018,6,109,19.75,348476.5
"OR",2018,7,128,14.5,327536.25
"OR",2018,8,108,30,249197.25
"OR",2018,9,75,21,132290
"OR",2018,10,109,15.75,198019.25
"OR",2018,11,106,12.75,308027
"OR",2018,12,117,30,571054
"PA",2018,0,7542,140.5,46640510.25
"PA",2018,1,562,64.25,710317.25
"PA",2018,2,404,25.25,475932.75
"PA",2018,3,536,140.5,28965544.5
"PA",2018,4,661,28.75,1405401.5
"PA",2018,5,698,96.25,3760501.5
"PA",2018,6,788,19.75,1114638.5
"PA",2018,7,915,45.25,2352787.5
"PA",2018,8,766,51.75,1176515
"PA",2018,9,700,57,1382137
"PA",2018,10,565,31,804432
"PA",2018,11,553,124.75,4071386.5
"PA",2018,12,394,15,420916.25
"RI",2018,0,340,83.25,5865695.25
"RI",2018,1,23,5,22016.75
"RI",2018,2,21,3.75,26352
"RI",2018,3,36,83.25,5402544.25
"RI",2018,4,14,7.5,47245
"RI",2018,5,24,4.25,27213.5
"RI",2018,6,34,7.25,39593.75
"RI",2018,7,33,4.75,34695.25
"RI",2018,8,32,8,99410.75
"RI",2018,9,36,7.5,32793.25
"RI",2018,10,35,10.25,57986.5
"RI",2018,11,21,5.25,26844
"RI",2018,12,31,8.5,49000.25
"SC",2018,0,3283,225.75,13016527
"SC",2018,1,257,9.5,250369
"SC",2018,2,139,22.75,162131
"SC",2018,3,192,15,241256.25
"SC",2018,4,260,45,779517.25
"SC",2018,5,281,15,379573
"SC",2018,6,442,47,1371284.25
"SC",2018,7,369,26,581479.75
"SC",2018,8,328,25.75,463280.75
"SC",2018,9,374,225.75,3942006.75
"SC",2018,10,273,40,1445691.5
"SC",2018,11,146,28.25,298415.75
"SC",2018,12,222,94.25,3101521.75
"SD",2018,0,135,120.5,184650.5
"SD",2018,1,4,1.25,4865.25
"SD",2018,2,3,5,3269.75
"SD",2018,3,8,3,2453.25
"SD",2018,4,11,7.25,11675.25
"SD",2018,5,17,120.5,66551.5
"SD",2018,6,17,8.25,18158.5
"SD",2018,7,11,3.5,6472
"SD",2018,8,20,13.25,19834.25
"SD",2018,9,13,4,12732.5
"SD",2018,10,21,3.75,14041
"SD",2018,11,3,1.75,1733.75
"SD",2018,12,7,2.5,22863.5
"TN",2018,0,2615,75.75,5574116
"TN",2018,1,186,12,185879.25
"TN",2018,2,210,16.75,315468.5
"TN",2018,3,125,19.5,161480.25
"TN",2018,4,167,58,297431
"TN",2018,5,274,13.75,440479.5
"TN",2018,6,325,27.5,1326216
"TN",2018,7,306,46.5,919042.25
"TN",2018,8,213,12,254588.5
"TN",2018,9,253,21.75,419691.25
"TN",2018,10,170,13.5,173751
"TN",2018,11,182,51.25,390923.75
"TN",2018,12,204,75.75,689164.75
"TX",2018,0,13359,123.5,24498016.75
"TX",2018,1,1281,30,1994714.75
"TX",2018,2,848,123.5,2290786.75
"TX",2018,3,966,45.5,1712387
"TX",2018,4,984,45,1961524.25
"TX",2018,5,1274,43.25,2117646
"TX",2018,6,1285,54.25,2856837
"TX",2018,7,1379,71.5,2445676
"TX",2018,8,1160,29.5,1833395
"TX",2018,9,1169,46.5,2062344.5
"TX",2018,10,1137,29,1799195.75
"TX",2018,11,920,25,1447866
"TX",2018,12,956,49.25,1975643.75
"UT",2018,0,989,20.25,1840143.5
"UT",2018,1,54,10,73375
"UT",2018,2,61,20.25,141721.5
"UT",2018,3,81,13.25,161084.75
"UT",2018,4,100,14,187369
"UT",2018,5,93,7.75,119658.5
"UT",2018,6,79,10,123487.75
"UT",2018,7,132,13.25,202828
"UT",2018,8,91,12.25,225003.75
"UT",2018,9,77,19.25,156622.75
"UT",2018,10,88,12,148639.75
"UT",2018,11,82,16.25,186554.75
"UT",2018,12,51,10.5,113798
"VT",2018,0,750,82.25,4003050.25
"VT",2018,1,38,7.25,36194.25
"VT",2018,2,26,7,33324
"VT",2018,3,32,13.25,61863.5
"VT",2018,4,87,65.75,647178
"VT",2018,5,58,52.75,512276.75
"VT",2018,6,59,19.25,175350.25
"VT",2018,7,80,12.25,67086.5
"VT",2018,8,49,4.5,46370.5
"VT",2018,9,74,12,88160
"VT",2018,10,69,15.25,142786.5
"VT",2018,11,132,82.25,2142473.75
"VT",2018,12,46,7.25,49986.25
"VA",2018,0,6265,139.25,58155219
"VA",2018,1,632,37.25,1488559
"VA",2018,2,244,25,409466.75
"VA",2018,3,641,138,22795888.5
"VA",2018,4,391,97.5,1126315.25
"VA",2018,5,610,43.75,2444876.5
"VA",2018,6,647,31.75,1382290
"VA",2018,7,585,27.25,1005910.75
"VA",2018,8,644,35,1219027
"VA",2018,9,606,42,1087447.5
"VA",2018,10,526,139.25,18763706.75
"VA",2018,11,408,109.25,4054188.5
"VA",2018,12,331,109.5,2377542.5
"WA",2018,0,1489,54.5,5859552.5
"WA",2018,1,210,30.75,676429.75
"WA",2018,2,103,48,1282729.25
"WA",2018,3,83,14.75,188851
"WA",2018,4,106,14,222286.25
"WA",2018,5,102,9,150708.75
"WA",2018,6,137,14.75,305386.5
"WA",2018,7,135,14,322801.25
"WA",2018,8,137,54.5,423549.75
"WA",2018,9,91,10,273883
"WA",2018,10,83,23.25,210063.5
"WA",2018,11,140,21,352059
"WA",2018,12,162,50.25,1450804.5
"WV",2018,0,2943,135,10733806.75
"WV",2018,1,106,13.5,190920
"WV",2018,2,175,31.5,403804.75
"WV",2018,3,263,89.25,1980863
"WV",2018,4,208,19,462994
"WV",2018,5,346,39,1010460.5
"WV",2018,6,335,50.75,686249.25
"WV",2018,7,329,47,1257699.5
"WV",2018,8,273,31.25,843192.25
"WV",2018,9,313,31,877385.25
"WV",2018,10,233,67.5,1330362.25
"WV",2018,11,196,135,1359533.25
"WV",2018,12,166,24.5,330342.75
"WI",2018,0,1882,55.5,4252270.25
"WI",2018,1,119,8.25,179853
"WI",2018,2,49,4,43370.25
"WI",2018,3,103,6,93910.5
"WI",2018,4,142,35.5,363084
"WI",2018,5,181,10.75,231635.75
"WI",2018,6,237,20.5,542374.5
"WI",2018,7,212,22.75,471915.75
"WI",2018,8,190,55.5,1345334.25
"WI",2018,9,227,54.25,343441
"WI",2018,10,222,22.5,341507
"WI",2018,11,121,14.25,207134.25
"WI",2018,12,79,5.75,88710
"WY",2018,0,182,13,261518.5
"WY",2018,1,8,4.25,4948.5
"WY",2018,2,16,4.25,14761.25
"WY",2018,3,13,7,38403.25
"WY",2018,4,12,5.75,23730.75
"WY",2018,5,18,11,25471.25
"WY",2018,6,22,8.75,18922.25
"WY",2018,7,30,13,30627.75
"WY",2018,8,15,4,17396.75
"WY",2018,9,16,6,55054
"WY",2018,10,11,5,12138.25
"WY",2018,11,16,3.5,15141
"WY",2018,12,5,3.75,4923.5
"AL",2019,0,4387,50.25,5979976.5
"AL",2019,1,291,26.5,282576.75
"AL",2019,2,266,15.5,342960.25
"AL",2019,3,268,32.75,455302.75
"AL",2019,4,475,50.25,1005920
"AL",2019,5,369,18,384951.5
"AL",2019,6,548,33.75,1065032
"AL",2019,7,429,11.25,463306.5
"AL",2019,8,460,17.75,551227
"AL",2019,9,280,12.5,253812.75
"AL",2019,10,463,25,548686
"AL",2019,11,242,16.25,236632.5
"AL",2019,12,296,20.5,389568.5
"AK",2019,0,383,177.5,1069841.5
"AK",2019,1,31,13.75,49082.25
"AK",2019,2,12,3.5,11360
"AK",2019,3,16,26.25,22470.5
"AK",2019,4,17,5.5,25082.75
"AK",2019,5,28,13,68408
"AK",2019,6,36,7.5,67298.75
"AK",2019,7,34,8.5,53157.75
"AK",2019,8,55,177.5,248092.75
"AK",2019,9,28,6,33252
"AK",2019,10,47,11.25,72635
"AK",2019,11,35,67.75,176382.25
"AK",2019,12,44,52.5,242619.5
"AZ",2019,0,1147,65.75,3403679.5
"AZ",2019,1,110,24,289467.5
"AZ",2019,2,108,33.25,280370.5
"AZ",2019,3,90,21.75,258865
"AZ",2019,4,111,31,293106.25
"AZ",2019,5,147,41,304608
"AZ",2019,6,109,29.75,199584.5
"AZ",2019,7,55,16,104463.75
"AZ",2019,8,34,9.75,81088.75
"AZ",2019,9,91,37,362535.75
"AZ",2019,10,73,26.25,167158.25
"AZ",2019,11,115,65.75,901600.75
"AZ",2019,12,104,22,160830.5
"AR",2019,0,2419,124,8164948.5
"AR",2019,1,97,97.5,170842.75
"AR",2019,2,127,16.5,220791.25
"AR",2019,3,178,14,263742
"AR",2019,4,235,30.75,485578.75
"AR",2019,5,291,115,1075502.5
"AR",2019,6,317,124,3106760
"AR",2019,7,215,14,262088.75
"AR",2019,8,258,52.25,676968.25
"AR",2019,9,159,24,322189.75
"AR",2019,10,233,90,1050802.5
"AR",2019,11,171,12.5,355056
"AR",2019,12,138,11.25,174626
"CA",2019,0,15078,168.5,143056319.5
"CA",2019,1,1136,71.5,4822527.25
"CA",2019,2,1226,145.25,11619141.5
"CA",2019,3,1019,51,3353582
"CA",2019,4,985,70.5,3257818.5
"CA",2019,5,1172,35.25,3090754
"CA",2019,6,1164,64.5,4072228.25
"CA",2019,7,1341,45.75,3254271.75
"CA",2019,8,1271,62,3559086.75
"CA",2019,9,1082,68.5,5192012
"CA",2019,10,2599,91.5,88045909.75
"CA",2019,11,1048,168.5,7883401
"CA",2019,12,1035,164.25,4905586.75
"CO",2019,0,1784,141.25,7939210.25
"CO",2019,1,104,7.75,214595
"CO",2019,2,105,25,798544.75
"CO",2019,3,144,141.25,4375468.75
"CO",2019,4,118,12,195430.75
"CO",2019,5,153,20.75,378101.75
"CO",2019,6,172,9,221706.5
"CO",2019,7,235,14.5,373787.75
"CO",2019,8,194,10.25,290685
"CO",2019,9,180,12,350478.25
"CO",2019,10,141,13.25,310203.75
"CO",2019,11,124,36.75,275219.25
"CO",2019,12,114,27.25,154988.75
"CT",2019,0,638,59,4073796.5
"CT",2019,1,110,59,734825.75
"CT",2019,2,71,34.5,383128.75
"CT",2019,3,65,18,143046.5
"CT",2019,4,30,5.5,27656.25
"CT",2019,5,8,2.75,9260.75
"CT",2019,6,1,1.25,3842.5
"CT",2019,7,0,0,0
"CT",2019,8,0,0,0
"CT",2019,9,28,5.25,36753
"CT",2019,10,134,55.5,2143374.75
"CT",2019,11,76,44.75,443829.75
"CT",2019,12,115,14,148078.5
"DE",2019,0,428,38.5,694689.25
"DE",2019,1,24,8.25,21292.5
"DE",2019,2,26,6,20677.25
"DE",2019,3,18,1.25,8203
"DE",2019,4,32,18,132715.25
"DE",2019,5,32,38.5,111629.25
"DE",2019,6,47,21.25,69310.25
"DE",2019,7,68,24,185152
"DE",2019,8,38,7,35964
"DE",2019,9,45,3.75,23765
"DE",2019,10,49,7.5,35074.75
"DE",2019,11,42,12.5,45595.25
"DE",2019,12,7,3.25,5310.75
NA,2019,0,279,19.5,606478.75
NA,2019,1,21,9.75,44444.25
NA,2019,2,14,6,19197.25
NA,2019,3,17,19.5,22128.75
NA,2019,4,19,5.25,24973
NA,2019,5,19,13.75,50546
NA,2019,6,30,5.5,23776
NA,2019,7,56,13.5,259691
NA,2019,8,18,8.75,49406.25
NA,2019,9,29,18,48585.25
NA,2019,10,20,9.5,35747.5
NA,2019,11,22,5.75,15879.25
NA,2019,12,14,5.25,12104.25
"FL",2019,0,11652,107.5,15088704.25
"FL",2019,1,818,12.5,925162
"FL",2019,2,613,15.5,549065
"FL",2019,3,687,13.75,807085
"FL",2019,4,961,47,1778904.75
"FL",2019,5,1105,41.25,1547261.5
"FL",2019,6,1445,107.5,2016257.25
"FL",2019,7,1515,30.25,2055537.5
"FL",2019,8,1241,18.75,1384230
"FL",2019,9,958,25,1197637.75
"FL",2019,10,983,45.75,1246280.5
"FL",2019,11,594,24.75,799742
"FL",2019,12,732,11.5,781541
"GA",2019,0,6160,43.75,9265403.75
"GA",2019,1,396,15.75,447872.5
"GA",2019,2,345,40,658299.5
"GA",2019,3,275,43.75,519865.25
"GA",2019,4,482,34.75,992221.5
"GA",2019,5,582,8.75,437591.25
"GA",2019,6,962,41,2094112.25
"GA",2019,7,616,25.5,677827
"GA",2019,8,635,22,887203.75
"GA",2019,9,453,35.5,919152
"GA",2019,10,606,24,698436
"GA",2019,11,350,11,334356.75
"GA",2019,12,458,19.5,598466
"HI",2019,0,375,44.5,1408972
"HI",2019,1,33,6.25,61741.25
"HI",2019,2,31,22.75,296611.75
"HI",2019,3,27,17.75,63181.25
"HI",2019,4,22,4.25,29982.75
"HI",2019,5,24,2.25,38161
"HI",2019,6,31,6,74310.5
"HI",2019,7,29,4.25,36008
"HI",2019,8,34,11.75,38977.75
"HI",2019,9,38,10,69281.25
"HI",2019,10,44,13.5,144610.5
"HI",2019,11,30,13.5,87007
"HI",2019,12,32,44.5,469099
"ID",2019,0,870,41.25,1494663
"ID",2019,1,51,6.5,55128.75
"ID",2019,2,72,16.75,137941.25
"ID",2019,3,39,4,41507
"ID",2019,4,74,21.75,122873.25
"ID",2019,5,88,7.75,86368.75
"ID",2019,6,70,8,92193
"ID",2019,7,132,20.75,208561
"ID",2019,8,69,9.25,148264.5
"ID",2019,9,98,23.5,128784
"ID",2019,10,76,16,229603.5
"ID",2019,11,47,41.25,170862.5
"ID",2019,12,54,10.75,72575.5
"IL",2019,0,4354,54.25,8429399.25
"IL",2019,1,271,20,416133.25
"IL",2019,2,449,48,1203565
"IL",2019,3,319,15.5,379570.5
"IL",2019,4,325,16.75,373598
"IL",2019,5,435,29.5,845921
"IL",2019,6,479,54.25,1936694.25
"IL",2019,7,449,31,773266.5
"IL",2019,8,357,15.5,654207
"IL",2019,9,366,25.5,646477.75
"IL",2019,10,337,23.75,491141
"IL",2019,11,323,33,506505.5
"IL",2019,12,244,9.5,202319.5
"IN",2019,0,2830,62.75,8114755.75
"IN",2019,1,228,21,438024.5
"IN",2019,2,253,55.75,949601
"IN",2019,3,245,28.75,589883.5
"IN",2019,4,226,14.25,303350.5
"IN",2019,5,310,60.25,1848037.25
"IN",2019,6,353,48,1057732.75
"IN",2019,7,256,30,555913.25
"IN",2019,8,245,32,732585.5
"IN",2019,9,174,62.75,550979.75
"IN",2019,10,200,40.25,449842
"IN",2019,11,222,28.5,485912
"IN",2019,12,118,10.5,152893.75
"IA",2019,0,1641,70.75,2373650.25
"IA",2019,1,85,14,83746.25
"IA",2019,2,146,28.75,175505
"IA",2019,3,101,17,150454.75
"IA",2019,4,148,70.75,420783
"IA",2019,5,184,11.25,259707
"IA",2019,6,195,26.75,348803.25
"IA",2019,7,141,11.75,140239.5
"IA",2019,8,167,16.5,223439.75
"IA",2019,9,166,20,292244
"IA",2019,10,155,8,134081
"IA",2019,11,98,7.5,100588.25
"IA",2019,12,55,4,44058.5
"KS",2019,0,1382,104.25,3482492
"KS",2019,1,76,104.25,1532966
"KS",2019,2,47,5,24455
"KS",2019,3,106,11.5,92201.5
"KS",2019,4,80,7.25,68014.25
"KS",2019,5,243,52.25,496223.75
"KS",2019,6,162,39,415906.25
"KS",2019,7,125,11,151374.5
"KS",2019,8,257,22.5,459991
"KS",2019,9,82,12,47933
"KS",2019,10,75,9,69083.5
"KS",2019,11,59,12.75,53743.25
"KS",2019,12,70,5,70600
"KY",2019,0,3521,55,5346376
"KY",2019,1,189,18.25,192243.25
"KY",2019,2,209,39,348183.5
"KY",2019,3,292,35.75,607835
"KY",2019,4,233,16.75,210017.75
"KY",2019,5,314,27.75,385396.75
"KY",2019,6,501,43,1205338.5
"KY",2019,7,469,41.5,579947.25
"KY",2019,8,304,24.25,429365.75
"KY",2019,9,262,11,334786.75
"KY",2019,10,313,55,561505.5
"KY",2019,11,233,16,260762.25
"KY",2019,12,202,25.75,230993.75
"LA",2019,0,4999,212.25,19987901
"LA",2019,1,217,19.75,354312.75
"LA",2019,2,201,15,210286.5
"LA",2019,3,211,212.25,259150
"LA",2019,4,604,41,1630765.75
"LA",2019,5,542,98.25,2152250.75
"LA",2019,6,639,88,2724346.25
"LA",2019,7,766,121.75,7276965.5
"LA",2019,8,439,19,516576.5
"LA",2019,9,404,22.25,524965.25
"LA",2019,10,487,68,3441669
"LA",2019,11,315,10.5,401460.75
"LA",2019,12,174,57,495152
"ME",2019,0,962,78.5,4590967.75
"ME",2019,1,71,32.5,375637.25
"ME",2019,2,109,23.75,297298.5
"ME",2019,3,83,6,112930.75
"ME",2019,4,146,24,282299.25
"ME",2019,5,89,8.25,169032.75
"ME",2019,6,142,11.25,251449
"ME",2019,7,43,15.75,70024.5
"ME",2019,8,30,8.25,92203.75
"ME",2019,9,26,8,39580.25
"ME",2019,10,26,78.5,848266
"ME",2019,11,89,66.25,1866793.5
"ME",2019,12,108,21.75,185452.25
"MD",2019,0,4655,90,5388695.875
"MD",2019,1,254,34.5,240510.5
"MD",2019,2,454,77.75,754591.75
"MD",2019,3,166,13.5,154525.75
"MD",2019,4,339,19,308418.75
"MD",2019,5,500,27,712826.75
"MD",2019,6,609,20.75,410549
"MD",2019,7,872,21.25,1089801
"MD",2019,8,530,15.5,444574.125
"MD",2019,9,154,9.25,129542.5
"MD",2019,10,269,14.25,230720.75
"MD",2019,11,401,41.75,511202.5
"MD",2019,12,107,90,401432.5
"MA",2019,0,1712,98.5,9167608.5
"MA",2019,1,169,25.75,309581.75
"MA",2019,2,187,53.75,1294433
"MA",2019,3,186,21.75,286591
"MA",2019,4,105,16.25,171012.5
"MA",2019,5,81,16.75,118277.25
"MA",2019,6,88,12,130327
"MA",2019,7,50,10.75,63823.75
"MA",2019,8,90,15.5,193247
"MA",2019,9,104,29.5,163652.75
"MA",2019,10,259,98.5,5759741
"MA",2019,11,183,37.25,428455.25
"MA",2019,12,210,12.5,248466.25
"MI",2019,0,6203,134.5,57765713.5
"MI",2019,1,264,19.25,617324.5
"MI",2019,2,496,134.5,12098307
"MI",2019,3,406,51.75,912772
"MI",2019,4,503,25.25,1176472
"MI",2019,5,484,34.5,1270695.75
"MI",2019,6,612,32.75,1811925
"MI",2019,7,781,77,28617170.5
"MI",2019,8,581,29.75,1882887.5
